ビベヌ 	 Vivenne
無名 #1056085 	 Nameless #1056085
リュウィン 	 Lewin
無名 #1044086 	 Nameless #1044086
無名 #1044087 	 Nameless #1044087
無名 #1044088 	 Nameless #1044088
無名 #1044089 	 Nameless #1044089
無名 #1044090 	 Nameless #1044090
無名 #1044091 	 Nameless #1044091
無名 #1044092 	 Nameless #1044092
無名 #1044093 	 Nameless #1044093
無名 #1000223 	 Nameless #1000223
無名 #1000224 	 Nameless #1000224
無名 #1000225 	 Nameless #1000225
無名 #1000250 	 Nameless #1000250
無名 #1000268 	 Nameless #1000268
リズレー 	 Lisellaie
カスベルト 	 Cuthbert
無名 #1000329 	 Nameless #1000329
無名 #1000330 	 Nameless #1000330
バラン 	 Balan
無名 #1000337 	 Nameless #1000337
イマニー 	 Ymanie
無名 #1000339 	 Nameless #1000339
エリモン 	 Erimmont
ジョフリー 	 Geoffrey
ブロアジラン 	 Bloisirant
フォセルトー 	 Faucertaux
無名 #1000592 	 Nameless #1000592
無名 #1000593 	 Nameless #1000593
イアンナ 	 Ianna
無名 #1000596 	 Nameless #1000596
オフィリオー 	 Auphiliot
無名 #1000599 	 Nameless #1000599
無名 #1000602 	 Nameless #1000602
ハウキン 	 Howkin
無名 #1000604 	 Nameless #1000604
無名 #1000605 	 Nameless #1000605
無名 #1000607 	 Nameless #1000607
グンテラス 	 Gunterus
カステラン 	 Castellaint
マエル 	 Maelle
無名 #1001189 	 Nameless #1001189
無名 #1001190 	 Nameless #1001190
ジュリアンベール 	 Juliembert
レフェイン 	 Leffeyne
無名 #1002738 	 Nameless #1002738
無名 #1002739 	 Nameless #1002739
ウィルハム 	 Wilham
フィエルレーヌ 	 Fierlaine
アヴェレイ 	 Averay
ヘイナナ 	 Heinana
ヴェームリディル 	 Waemlydir
アリエット 	 Haliette
無名 #1002751 	 Nameless #1002751
ドセット 	 Docette
フィオリヌ 	 Fiolinne
無名 #1002759 	 Nameless #1002759
無名 #1002760 	 Nameless #1002760
無名 #1002761 	 Nameless #1002761
フロラン 	 Florent
無名 #1002765 	 Nameless #1002765
ミリエラ 	 Miriela
ヨエヌ 	 Yoenne
ディードラ 	 Deidra
フォークス 	 Fawkes
スィミ 	 Simmie
イザルモア 	 Isarmoix
ケリッヒ 	 Kerrich
ダカ・ジンジャル 	 Daca Jinjahl
パパリモ 	 Papalymo
イダ 	 Yda
アルフェヌ 	 Alphene
無名 #1011012 	 Nameless #1011012
無名 #1020962 	 Nameless #1020962
無名 #1020963 	 Nameless #1020963
無名 #1038421 	 Nameless #1038421
無名 #1038424 	 Nameless #1038424
ゴリアス 	 Golias
星芒祭実行委員 	 Starlight Supplier
園芸師ギルドの従業員 	 Botanists' Guild Worker
ソリーヌ 	 Saulinne
テニー 	 Tenny
無名 #1051990 	 Nameless #1051990
無名 #1051991 	 Nameless #1051991
無名 #1051992 	 Nameless #1051992
無名 #1051993 	 Nameless #1051993
無名 #1052005 	 Nameless #1052005
無名 #1052006 	 Nameless #1052006
無名 #1052058 	 Nameless #1052058
無名 #1052060 	 Nameless #1052060
無名 #1052062 	 Nameless #1052062
無名 #1054376 	 Nameless #1054376
星芒祭実行委員 	 Starlight Celebrant
ジュルタン 	 Joultain
無名 #1054390 	 Nameless #1054390
無名 #1054391 	 Nameless #1054391
無名 #1054392 	 Nameless #1054392
無名 #1054393 	 Nameless #1054393
無名 #1054394 	 Nameless #1054394
無名 #1054395 	 Nameless #1054395
無名 #1054396 	 Nameless #1054396
無名 #1054397 	 Nameless #1054397
無名 #1054398 	 Nameless #1054398
無名 #1054399 	 Nameless #1054399
無名 #1054400 	 Nameless #1054400
無名 #1054401 	 Nameless #1054401
無名 #1054402 	 Nameless #1054402
無名 #1054403 	 Nameless #1054403
無名 #1054404 	 Nameless #1054404
無名 #1054405 	 Nameless #1054405
無名 #1054406 	 Nameless #1054406
無名 #1054407 	 Nameless #1054407
無名 #1054409 	 Nameless #1054409
無名 #1054410 	 Nameless #1054410
無名 #1054411 	 Nameless #1054411
無名 #1054412 	 Nameless #1054412
無名 #1054413 	 Nameless #1054413
無名 #1054416 	 Nameless #1054416
無名 #1054417 	 Nameless #1054417
無名 #1054418 	 Nameless #1054418
無名 #1054419 	 Nameless #1054419
無名 #1054420 	 Nameless #1054420
無名 #1054422 	 Nameless #1054422
無名 #1054425 	 Nameless #1054425
無名 #1054426 	 Nameless #1054426
無名 #1054427 	 Nameless #1054427
無名 #1054429 	 Nameless #1054429
無名 #1054432 	 Nameless #1054432
無名 #1054434 	 Nameless #1054434
無名 #1054447 	 Nameless #1054447
無名 #1054448 	 Nameless #1054448
無名 #1054449 	 Nameless #1054449
無名 #1054450 	 Nameless #1054450
無名 #1054451 	 Nameless #1054451
無名 #1054452 	 Nameless #1054452
無名 #1054453 	 Nameless #1054453
無名 #1054454 	 Nameless #1054454
無名 #1054455 	 Nameless #1054455
バット好きのゴースト人形 	 Bat Enthusiast
アーリマン好きのゴースト人形 	 Ahriman Enthusiast
サキュバス好きのゴースト人形 	 Succubus Enthusiast
素材屋 	 Material Supplier
